1449 205
    3.99710083 1.81063200 1.00133489 7.23727867 12.07205200 0.23084804 0.34828056 2.78680960 0.00000000 0.04375599 0.20537479 0.60300038 0.91273563 1.24836546 1.55764944 1.87839604 2.19091713 2.51105760 2.82532345 72.39748754 118.58735980 2.06210090 0.31016484 -1.19522134 0.19959856 1.54293735 0.84220688 0.75136956 -0.11961263 -2.17368942 -1.09933105 -0.91318432 -0.66222968 -0.63198959 1.82839908 2.11459553 1.61759420 2.32529004 1.82659984 1.82672520 1.82119435 2.35136621 1.60887578 1.46098875 2.40821721 1.21260995 1.12479330 1.32003268 1.20740651 1.25021964 1.19005212 1.20588475 1.24622155 1.21442026 1.16511910 1.16787019 1.15881526 0.00003074 0.00023878 -0.00008934 -0.00007778 0.00011845 0.00037975 -0.00100887 0.00094078 0.00002742 0.00028668 0.00009362 -0.00034597 0.00126081 0.00016883 0.00736218 0.00461082 0.00568173 0.00753970 -0.01095749 -0.01439847 0.00066319 0.00183617 -0.00403004 0.00251541 -0.00262856 0.00062067 0.00098448 -0.00013033 0.00246317 -0.00150876 -0.00062303 -0.00012245 -0.00067323 -0.00161148 0.00070374 -0.00039394 -0.00008363 0.00061157 -0.00040689 -0.00038268 0.00045033 0.00079076 -0.00046483 -0.00067338 0.00210313 0.00419998 -0.00128072 -0.00208551 -0.00201767 0.00057718 0.00001738 -0.00106980 0.00532182 0.00164862 -0.00420672 -0.00342866 0.00173419 -0.00096563 -0.00038797 0.00068368 -0.00054714 0.00005472 0.00048559 -0.00068697 0.00072470 -0.00019394 -0.00018382 0.00123709 -0.00025596 0.00075306 0.00086877 0.00207074 0.00370816 0.01269679 -0.00584646 -0.01063789 -0.00183028 0.00024921 -0.00229945 0.00520329 -0.00313944 -0.00345123 0.00709022 -0.00425833 -0.00085628 -0.00025873 0.00092346 -0.00143305 0.00141572 -0.00162195 0.00067988 -0.00091488 0.00047798 -0.00040543 -0.00016076 0.00034388 -0.00009153 0.00000362 -0.00009121 0.00000962 0.00095331 -0.00161054 0.00131024 0.00069808 -0.00213047 0.00041231 -0.00003107 -0.00000038 0.00000000 0.00683594 3.23490039 0.74491920 0.53796843 0.15287731 0.17108112 0.03437340 -0.05548224 -0.34172771 -0.44516898 -0.28165061 -0.04855233 -0.03865353 -0.12206890 0.80537800 0.81928838 0.91552174 0.63710829 0.86792851 0.87020192 0.90324407 0.76736183 0.92480623 0.92887244 0.88840324 0.98150612 0.99513093 0.98272888 0.98716608 0.98289215 0.98986344 0.98975777 0.99011664 0.99084313 0.99208541 0.99457800 0.99709798 0.09313354 3
5.66592407 1.18408252 0.40086464 6.70892166 21.70816040 0.14413753 0.28361092 3.12896060 0.09469927 0.03938660 0.15789179 0.56805862 0.90138894 1.23584801 1.54952496 1.87203833 2.18740999 2.50797276 2.82442147 13.31234725 30.09337476 6.98169248 57.82343468 -1.39772961 0.40027169 2.92581356 0.92388296 -0.00837795 -0.69829324 -2.35740942 -1.48917713 -2.65285973 -3.25462038 -0.70986580 2.66312867 3.40630850 2.56825005 2.12185462 3.62505958 3.75047010 3.42221314 4.20094261 2.97757921 2.89050513 4.34043558 1.84142095 1.41446809 3.26887031 2.70204914 1.59291626 1.62991709 2.38420872 1.89157965 1.34848076 2.10063124 1.81018321 4.79122772 0.00004689 0.00028407 -0.00013186 -0.00008161 0.00011135 0.00040611 -0.00100940 0.00093197 0.00002578 0.00030126 0.00007127 -0.00037442 0.00131276 0.00012071 0.00764339 0.00454079 0.00561271 0.00804332 -0.01111257 -0.01489689 0.00071551 0.00195042 -0.00398074 0.00246692 -0.00277396 0.00068418 0.00104498 0.00012400 0.00255244 -0.00155578 -0.00064207 -0.00021538 -0.00077840 -0.00183689 0.00080515 -0.00033793 -0.00018130 0.00061226 -0.00043619 -0.00030895 0.00036223 0.00085963 -0.00050808 -0.00060274 0.00214218 0.00450988 -0.00142738 -0.00217733 -0.00203161 0.00051266 -0.00003227 -0.00096674 0.00556818 0.00161895 -0.00447131 -0.00359305 0.00185294 -0.00104309 -0.00038817 0.00071177 -0.00057760 0.00006202 0.00050330 -0.00078209 0.00080558 -0.00020834 -0.00021199 0.00131175 -0.00035334 0.00080200 0.00082444 0.00213470 0.00376238 0.01440694 -0.00692513 -0.01137783 -0.00184564 0.00041170 -0.00205236 0.00649510 -0.00345839 -0.00440603 0.00764822 -0.00532154 -0.00077780 -0.00020130 0.00121257 -0.00120283 0.00127017 -0.00155107 0.00048074 -0.00128668 0.00066616 -0.00048853 -0.00028601 0.00050506 -0.00008325 -0.00005022 -0.00012365 -0.00003024 0.00134261 -0.00197624 0.00137238 0.00122611 -0.00250911 0.00030732 -0.00014616 -0.00000050 0.08838691 0.01269531 5.57580277 0.18350398 0.73980990 0.27703618 0.27009408 0.41085216 0.28847049 0.08677143 -0.26501519 -0.27149268 0.20714104 -0.35168477 -0.41422600 0.28975970 0.25649952 0.33841456 0.66237246 0.43188463 0.28706627 0.30183482 0.16859627 0.28683583 0.29974577 0.19050794 0.77769260 0.92282162 0.58131059 0.74304957 0.94859423 0.91457234 0.79592840 0.80217398 0.96056532 0.71736988 0.74866052 0.00854020 0.20483948 3
3.99710083 1.43152954 0.70923037 5.72196792 9.99948120 0.16747112 0.33043342 1.67462429 0.01211649 0.03881322 0.20089391 0.60266139 0.91425032 1.24780132 1.55522853 1.87724918 2.19082993 2.51052409 2.82490471 12.67411068 31.17448939 6.93977111 55.59602677 -1.20526301 0.20864257 2.48437510 0.85924096 -0.42756709 -0.69503290 -2.70625784 -1.37440874 -2.36232842 -3.12943001 -0.57364748 2.78620307 3.48747522 2.02086526 1.55834368 2.91121190 3.45789104 3.06317318 4.07385915 3.89836546 3.32046221 4.39634812 2.00644411 1.67599019 3.18938715 1.89529687 1.78855528 2.25585696 2.15126050 2.34600908 1.29028996 2.27332527 2.41900682 4.90587562 0.00003289 0.00031376 -0.00018064 -0.00008047 0.00011382 0.00043637 -0.00099622 0.00088899 0.00005880 0.00028961 0.00003227 -0.00037835 0.00136535 0.00008275 0.00790338 0.00445207 0.00550506 0.00855209 -0.01122599 -0.01537786 0.00076900 0.00206124 -0.00388615 0.00238838 -0.00292826 0.00073810 0.00111151 0.00041084 0.00263209 -0.00159800 -0.00066482 -0.00030854 -0.00089008 -0.00207635 0.00090599 -0.00044266 -0.00020507 0.00066006 -0.00041493 -0.00026189 0.00027335 0.00092571 -0.00051835 -0.00055872 0.00218994 0.00478009 -0.00154520 -0.00226034 -0.00203807 0.00043177 -0.00008370 -0.00085101 0.00578030 0.00155857 -0.00469530 -0.00365582 0.00188041 -0.00111452 -0.00038573 0.00074420 -0.00060687 0.00006101 0.00051688 -0.00086509 0.00086607 -0.00021271 -0.00023605 0.00136191 -0.00044958 0.00084207 0.00075635 0.00213902 0.00373343 0.01600993 -0.00812161 -0.01183322 -0.00177988 0.00055595 -0.00178405 0.00802820 -0.00386755 -0.00512215 0.00779487 -0.00640803 -0.00068139 -0.00005287 0.00142605 -0.00063587 0.00103142 -0.00151139 0.00009937 -0.00167507 0.00087068 -0.00054931 -0.00046275 0.00070320 -0.00007696 -0.00011246 -0.00017243 -0.00006824 0.00173988 -0.00215214 0.00116824 0.00183780 -0.00288636 0.00019131 -0.00027985 -0.00000050 0.00134063 0.00781250 5.51528402 0.16731522 0.67529796 0.38306139 0.02992853 0.61538056 0.35589063 0.09300706 -0.27658187 -0.41638160 0.26558444 -0.45611152 -0.69375129 0.15073675 0.19709921 0.43000051 0.93298625 0.50885511 0.24051632 0.30205913 0.19235162 0.43047942 0.30533286 0.17425643 0.68541809 0.84641163 0.37271494 0.90030030 0.91215315 0.82434285 0.83100020 0.75412242 0.93313096 0.76027365 0.57416552 0.01487093 0.25975664 3
4.33355713 0.66671206 0.23340892 2.88923479 9.99948120 0.73500741 0.89842636 7.34969277 0.00992616 0.02930646 0.11733123 0.45569287 0.85146300 1.20267933 1.52963473 1.84115789 2.16704546 2.49345781 2.81902240 12.32501352 30.44614004 6.94011314 56.24725184 -1.76119384 0.76226853 2.89894333 1.01104221 -0.59237779 -0.58489377 -3.08461494 -1.44020137 -1.87947127 -3.11179831 -0.82186176 2.78814140 2.34366075 2.23469480 1.86044990 2.98369492 2.96827059 2.58963544 3.37852115 3.32481587 3.10967947 5.76307145 1.77869374 2.55643038 3.96043571 2.08255612 2.14718514 2.31811560 1.44157781 1.73723303 2.00522852 2.17750227 2.01153339 4.48450731 0.00004695 0.00036456 -0.00022673 -0.00008479 0.00011107 0.00046506 -0.00098884 0.00085629 0.00008380 0.00030103 -0.00002354 -0.00038257 0.00143365 0.00001319 0.00818092 0.00433407 0.00535727 0.00905968 -0.01129285 -0.01583461 0.00081899 0.00215850 -0.00376276 0.00228522 -0.00306694 0.00080138 0.00116404 0.00070733 0.00272069 -0.00163643 -0.00068982 -0.00039687 -0.00100319 -0.00231145 0.00100249 -0.00051115 -0.00024650 0.00066493 -0.00042269 -0.00018666 0.00016209 0.00098534 -0.00052423 -0.00049858 0.00221427 0.00505063 -0.00166791 -0.00231924 -0.00207041 0.00035147 -0.00010944 -0.00072953 0.00597484 0.00145294 -0.00488599 -0.00362587 0.00183740 -0.00118349 -0.00036385 0.00075397 -0.00062543 0.00005857 0.00052196 -0.00093502 0.00090159 -0.00020288 -0.00025612 0.00138502 -0.00054070 0.00087161 0.00067125 0.00205405 0.00365348 0.01746370 -0.00934553 -0.01201452 -0.00164327 0.00065584 -0.00158671 0.00989970 -0.00440946 -0.00579650 0.00775347 -0.00747848 -0.00059038 0.00011764 0.00162964 0.00014519 0.00086801 -0.00157422 -0.00047006 -0.00203942 0.00105995 -0.00054471 -0.00067491 0.00087837 -0.00005526 -0.00018768 -0.00022406 -0.00008652 0.00209137 -0.00215040 0.00075715 0.00247358 -0.00323428 0.00008758 -0.00041842 -0.00000050 0.00162437 0.00488281 5.46842341 0.40297264 0.79577570 0.41849662 -0.11328690 0.42408006 0.10254310 -0.04045177 -0.35640626 -0.34067344 0.19679560 -0.37051015 -0.47884322 0.25225510 0.55424702 0.49078781 0.66777424 0.49745125 0.34754540 0.42805303 0.30337015 0.41745306 0.24489097 0.25061871 0.62970147 0.76594460 0.31586032 0.75757606 0.83486704 0.75241175 0.92876429 0.86860482 0.86129552 0.81417425 0.60599216 0.01616736 0.19782067 3
6.11677551 0.77935140 0.36170473 4.76711758 14.66276550 0.39643672 0.53638052 5.81285867 0.03585597 0.03690182 0.23226121 0.61181410 0.91817964 1.25030946 1.55832615 1.88233831 2.19202144 2.51083827 2.82538415 12.39438788 32.66945523 6.54037755 49.22773605 -1.12719764 0.13098944 2.70321819 1.03016547 -0.86188559 -1.10195561 -2.92212514 -1.29120770 -1.59560017 -2.69067071 -1.05352454 1.50590680 2.91833276 1.82834054 2.34609503 3.41247074 2.76590572 2.01144733 3.65919846 2.66721485 3.13123394 5.46619608 1.37985322 2.39842279 1.82513667 3.19402716 1.23276201 1.45144440 2.02926413 2.31812766 1.46147175 1.89358861 1.69030998 4.45525192 0.00006517 0.00042823 -0.00027257 -0.00009432 0.00010819 0.00049486 -0.00097155 0.00080835 0.00012108 0.00029823 -0.00007136 -0.00038403 0.00148433 -0.00002483 0.00843038 0.00420166 0.00516712 0.00956129 -0.01130757 -0.01626881 0.00086400 0.00224352 -0.00361711 0.00216854 -0.00318898 0.00085310 0.00121590 0.00102713 0.00280618 -0.00166960 -0.00072018 -0.00048307 -0.00112122 -0.00255056 0.00109605 -0.00058137 -0.00022450 0.00059430 -0.00042233 -0.00010264 0.00002686 0.00104891 -0.00056675 -0.00042317 0.00221134 0.00529198 -0.00175320 -0.00234547 -0.00207312 0.00025697 -0.00015825 -0.00058659 0.00614405 0.00128805 -0.00502198 -0.00353418 0.00174733 -0.00124855 -0.00033530 0.00076940 -0.00064441 0.00006479 0.00050764 -0.00097070 0.00088659 -0.00017652 -0.00027065 0.00138512 -0.00061841 0.00086986 0.00057096 0.00205431 0.00338592 0.01870527 -0.01061612 -0.01183234 -0.00150245 0.00073168 -0.00142008 0.01201102 -0.00514052 -0.00638029 0.00756465 -0.00847896 -0.00045474 0.00026967 0.00179176 0.00106528 0.00086069 -0.00176924 -0.00121818 -0.00232791 0.00120306 -0.00047248 -0.00083686 0.00098880 -0.00006668 -0.00023860 -0.00029313 -0.00005049 0.00231997 -0.00205539 0.00028599 0.00306372 -0.00353676 0.00000845 -0.00053092 -0.00000050 0.00108747 0.00683594 5.14004670 0.64974610 1.20661790 0.45950008 -0.07877471 0.53215810 0.24424307 -0.08225836 -0.42152903 0.04436885 0.08076519 -0.23813618 -0.23116476 0.79074014 0.52754837 0.48203071 0.43460410 0.37897050 0.25074889 0.30208410 0.24020433 0.56918741 0.38995610 0.25720268 0.88517526 0.55443316 0.83210941 0.61411303 0.96138134 0.85945983 0.76877784 0.85606215 0.90241811 0.80476491 0.79398848 0.01109896 0.28470871 3
5.85433960 0.65271656 0.26448655 3.82122438 9.99948120 0.18411463 0.38593450 1.84105082 0.02401617 0.02818694 0.12847547 0.53719896 0.87355009 1.22140449 1.53239718 1.85641898 2.17701686 2.49897365 2.82109453 13.11615045 33.63273540 6.03712556 42.44615840 -1.59919704 0.60029086 2.68468283 0.99920856 -0.72620167 -0.74575454 -3.50876360 -1.23258071 -1.65454615 -1.96122435 -1.70212189 2.89508556 3.12995551 2.02147111 2.46391779 3.11045051 2.55862166 2.07700405 3.68555563 2.79885695 2.50272369 5.31158833 2.14728745 1.73366306 1.79733041 2.69576398 1.48830792 1.67250735 3.56905071 2.00478965 1.47693766 1.54739257 2.06748210 3.78120022 0.00005325 0.00042868 -0.00030620 -0.00009210 0.00008987 0.00052129 -0.00096353 0.00079376 0.00012373 0.00034063 -0.00016030 -0.00037490 0.00157402 -0.00011084 0.00868473 0.00404797 0.00493207 0.01005974 -0.01126906 -0.01668509 0.00090726 0.00231910 -0.00344791 0.00203357 -0.00329578 0.00090014 0.00126137 0.00137402 0.00288237 -0.00169896 -0.00075228 -0.00056567 -0.00123602 -0.00278793 0.00118212 -0.00071853 -0.00014027 0.00050294 -0.00038924 -0.00005466 -0.00010960 0.00112366 -0.00061864 -0.00034125 0.00220594 0.00549091 -0.00180426 -0.00237496 -0.00211164 0.00019706 -0.00020519 -0.00042675 0.00627773 0.00106401 -0.00509334 -0.00339816 0.00162272 -0.00129434 -0.00028315 0.00073838 -0.00064443 0.00005475 0.00050132 -0.00096995 0.00081781 -0.00013398 -0.00027769 0.00135622 -0.00067498 0.00086743 0.00043672 0.00192669 0.00310965 0.01975160 -0.01190985 -0.01130970 -0.00135969 0.00078401 -0.00124341 0.01427265 -0.00609177 -0.00689751 0.00726886 -0.00931983 -0.00031851 0.00048167 0.00185352 0.00203801 0.00103933 -0.00208805 -0.00210044 -0.00244646 0.00122913 -0.00031461 -0.00068846 0.00072890 -0.00008486 -0.00026090 -0.00036915 0.00007642 0.00235490 -0.00192140 -0.00013404 0.00355622 -0.00376930 -0.00004705 -0.00031750 -0.00000050 0.00340800 0.00585938 4.51064567 0.91460481 0.83594759 0.36140118 0.46189103 0.44123680 0.31441404 0.03586118 -0.50621230 -0.35831478 0.20431573 -0.34534326 -0.42688132 0.11052864 0.45079291 0.66176198 0.65037248 0.55033143 0.61325232 0.74543371 0.25571562 0.75302356 0.62875808 0.33455770 0.79125941 0.89815813 0.91876252 0.67346772 0.92157164 0.73584246 0.55289962 0.87274245 0.93431511 0.75535804 0.84246785 0.00926904 0.19093252 3
6.59454346 1.01485286 0.23393941 6.69249127 9.99948120 0.60877664 0.76751814 6.08745056 0.02502111 0.03268741 0.25310798 0.67830526 1.07335711 1.32287677 1.57418205 1.64622906 1.85113917 2.45269293 2.78124945 27.32038588 61.70111880 3.15020858 7.78997464 -1.04414103 0.05958495 2.71463292 0.91244320 -1.14758309 -0.77789045 -2.22765664 -1.29683694 -2.19215086 0.24514936 -0.29449920 2.56838580 1.45114362 2.02317688 1.97758170 3.20117368 3.18421804 2.54174520 2.56335906 3.10684909 3.05448961 5.28858982 1.33720829 1.32513166 2.16196638 2.60382391 2.46079076 2.54953018 2.14330555 2.58953879 1.91776380 3.82135572 4.72141205 5.02849093 0.00006198 0.00047178 -0.00035793 -0.00009038 0.00008185 0.00055076 -0.00094458 0.00076008 0.00013161 0.00036524 -0.00021201 -0.00038355 0.00164803 -0.00018279 0.00893599 0.00387091 0.00464737 0.01055470 -0.01117683 -0.01707756 0.00094730 0.00239283 -0.00324554 0.00187787 -0.00341205 0.00095879 0.00129521 0.00172812 0.00296253 -0.00172292 -0.00078829 -0.00063998 -0.00136479 -0.00303589 0.00126691 -0.00075924 -0.00012243 0.00039602 -0.00032688 -0.00005158 -0.00025226 0.00121701 -0.00068572 -0.00027476 0.00222812 0.00563898 -0.00181379 -0.00243316 -0.00216902 0.00021443 -0.00029998 -0.00026251 0.00639025 0.00079761 -0.00511403 -0.00322522 0.00147274 -0.00131030 -0.00021480 0.00067411 -0.00062615 0.00007326 0.00044446 -0.00090451 0.00066595 -0.00007214 -0.00027990 0.00131091 -0.00072206 0.00084681 0.00032576 0.00182317 0.00271419 0.02055014 -0.01314421 -0.01050976 -0.00123355 0.00078806 -0.00107822 0.01664626 -0.00732062 -0.00732897 0.00693342 -0.00991829 -0.00020503 0.00066702 0.00184745 0.00300415 0.00137543 -0.00247683 -0.00306312 -0.00219924 0.00094482 -0.00010952 -0.00049590 0.00041805 -0.00011872 -0.00024465 -0.00043510 0.00025621 0.00219670 -0.00177198 -0.00042832 0.00390669 -0.00392219 -0.00006888 -0.00005632 -0.00000047 0.04459400 0.02832031 4.41807625 0.64404925 0.23159304 0.49948913 0.12978097 0.47861628 -0.08635979 -0.28633727 -0.44124830 -0.34022891 0.22563282 -0.33834629 -0.30479452 0.49270295 0.75268721 0.30358692 0.26198488 0.29641997 0.50633987 0.63373742 0.65898298 0.51372745 0.69022673 0.33208402 0.89606879 0.95354361 0.78457075 0.82142190 0.73589041 0.75784942 0.79910935 0.53891665 0.76739301 0.29486191 0.35258522 0.01544896 0.23359379 3
6.17060852 1.03938089 0.18748660 6.41361259 9.99948120 0.55501481 0.71801388 5.54986021 0.10020564 0.04071920 0.35398417 0.69643135 1.00934938 1.31713972 1.55691554 1.63754086 1.78802100 2.42361695 2.77335570 91.66375110 106.02496487 0.72094525 -8.91521976 -1.03190311 0.07755725 2.85378872 1.06289096 -0.52067506 -1.05430196 -2.29681921 -0.61913332 0.39189568 1.32897360 0.02441179 1.41831310 3.08765503 2.24269695 2.08954630 2.42116293 3.64161348 3.98290419 3.30206751 4.38335689 2.24054526 2.76543020 2.18658857 2.37964349 3.05867746 3.58350753 1.92672350 3.42854344 2.01398222 2.19946024 2.62664068 3.78162504 5.92809870 5.35542111 0.00008083 0.00053000 -0.00041396 -0.00008581 0.00007620 0.00058067 -0.00092779 0.00073470 0.00012650 0.00040817 -0.00028606 -0.00038129 0.00172792 -0.00024196 0.00915382 0.00368503 0.00431128 0.01104300 -0.01103076 -0.01744024 0.00098121 0.00246238 -0.00301529 0.00169883 -0.00352432 0.00103334 0.00130869 0.00209053 0.00304352 -0.00174153 -0.00082912 -0.00071007 -0.00148914 -0.00328336 0.00134366 -0.00090329 0.00010309 0.00017763 -0.00028683 -0.00003294 -0.00042295 0.00133359 -0.00074471 -0.00016818 0.00212422 0.00574599 -0.00171412 -0.00250368 -0.00221764 0.00019743 -0.00033517 -0.00012552 0.00649769 0.00045831 -0.00505565 -0.00303428 0.00131097 -0.00133009 -0.00017148 0.00067862 -0.00063969 0.00005653 0.00042322 -0.00078610 0.00043896 0.00000743 -0.00027942 0.00125780 -0.00074991 0.00080574 0.00022869 0.00166071 0.00231600 0.02108408 -0.01428961 -0.00946899 -0.00109836 0.00070935 -0.00089473 0.01902039 -0.00880288 -0.00771835 0.00677085 -0.01033726 -0.00016544 0.00083740 0.00174772 0.00390130 0.00182279 -0.00287790 -0.00403208 -0.00184199 0.00061349 0.00011279 -0.00036438 0.00017738 -0.00016331 -0.00020547 -0.00042192 0.00035551 0.00191991 -0.00160519 -0.00056411 0.00409779 -0.00399173 -0.00008479 0.00012153 -0.00000034 0.05208119 0.06738281 2.51988812 1.42055489 0.70991268 0.41694121 0.51840141 0.59288245 -0.18158698 -0.13774358 -0.14791182 -0.33720232 0.15361041 -0.38982311 0.17992668 0.80364079 0.44538879 0.59457668 0.80452509 0.79006259 0.58013963 0.29368447 0.40110858 0.35028935 0.79279641 0.76029385 0.73992757 0.53645322 0.71448331 0.51128446 0.65634905 0.54059575 0.66785453 0.49651871 0.69827316 0.10505307 0.02198778 0.00589623 0.13105154 3
4.03074646 1.69499083 0.92101843 6.83207829 9.99948120 0.63025780 0.80003690 6.30225100 0.04024270 0.03836034 0.29697830 0.64909148 0.87050424 1.20527432 1.39484080 1.58922848 1.64361186 1.74620238 2.58449183 72.71874040 94.80550163 1.09929189 -5.89584480 -1.07927840 0.11333598 2.89509130 0.89604039 -0.23337699 -0.57948531 -2.33002395 -0.73760526 0.21161159 0.71315453 -0.13325504 2.41927939 2.86871034 1.63717582 2.21119241 3.12892460 4.77729708 4.49546657 4.00529944 4.30318043 2.54394094 3.21041127 2.70837463 2.31861043 2.18827519 4.20212760 1.99840681 2.43761495 2.46696686 2.65389264 2.64008444 3.91690086 5.99990626 1.50501094 0.00007077 0.00055496 -0.00045989 -0.00009235 0.00006741 0.00061345 -0.00090047 0.00068317 0.00013694 0.00043398 -0.00031567 -0.00040660 0.00182142 -0.00032702 0.00937797 0.00348110 0.00392274 0.01152397 -0.01082874 -0.01777348 0.00100751 0.00252307 -0.00276212 0.00150996 -0.00363477 0.00111032 0.00131361 0.00246678 0.00311526 -0.00175484 -0.00087299 -0.00077211 -0.00162009 -0.00353021 0.00142216 -0.00097657 0.00018369 0.00002085 -0.00017496 -0.00004273 -0.00064485 0.00143269 -0.00075509 -0.00005882 0.00195137 0.00581104 -0.00157201 -0.00255774 -0.00225739 0.00016947 -0.00033687 -0.00001042 0.00659211 0.00005048 -0.00491940 -0.00283305 0.00115709 -0.00136720 -0.00007456 0.00061093 -0.00061102 0.00007193 0.00036052 -0.00063507 0.00015570 0.00011455 -0.00027989 0.00119503 -0.00074663 0.00073194 0.00015801 0.00141107 0.00203199 0.02126685 -0.01528252 -0.00827149 -0.00092840 0.00056801 -0.00064277 0.02132293 -0.01058628 -0.00799971 0.00662717 -0.01039857 -0.00017930 0.00094719 0.00153851 0.00465135 0.00232999 -0.00323838 -0.00493261 -0.00147987 0.00034388 0.00028826 -0.00025723 -0.00000691 -0.00019684 -0.00015904 -0.00032576 0.00034470 0.00157793 -0.00141443 -0.00053945 0.00413260 -0.00398456 -0.00009297 0.00020186 -0.00000038 0.01108473 0.08593750 2.57303009 1.31891952 0.60977854 0.42852377 0.60088608 0.35634474 -0.01829585 -0.04262384 -0.05652242 -0.26663801 -0.10424586 -0.45767054 -0.02197254 0.54601238 0.18257047 0.74887900 0.83806666 0.33738929 0.30739638 0.27277877 0.32696074 0.46101603 0.64937148 0.58767978 0.63474870 0.67426773 0.51965366 0.33227252 0.73596562 0.61284769 0.66570282 0.70768313 0.58308448 0.02026582 0.00006475 0.93727124 0.09545023 3
3.99710083 0.32277707 0.11973233 1.29017249 9.99948120 0.20014432 0.20964568 2.00133935 0.00000000 0.09349738 0.16090706 0.54655574 0.89282894 1.23083706 1.54471803 1.87233066 2.18202039 2.50447193 2.82292274 86.22326085 120.78912231 1.90757005 -1.89256775 -1.53024097 0.54256774 1.08024327 0.69347005 2.17036916 4.88754699 -0.48272469 -2.22055932 -1.55047820 -0.95746559 -0.64777879 1.66908384 2.97121878 2.04133522 2.00708902 4.21158563 2.21103339 1.40948156 2.50656542 3.98627064 3.46157384 3.94011394 1.64462024 1.48195608 1.22892403 1.49211183 1.31768281 1.19232741 1.23656851 1.26992298 1.36843065 1.22123895 1.30466467 1.09369952 -0.00001766 -0.00000099 -0.00000364 -0.00000129 0.00000648 0.00000529 0.00000010 -0.00002520 0.00001547 -0.00000727 0.00002095 0.00000056 -0.00002803 0.00000280 0.00003992 0.00004217 -0.00004375 -0.00001272 -0.00001492 0.00001132 -0.00001103 -0.00001522 -0.00000535 0.00001279 -0.00000255 0.00000139 -0.00000475 0.00002378 -0.00002177 0.00000358 0.00000017 -0.00000703 0.00001095 -0.00000802 0.00001317 0.00001840 0.00009332 -0.00008509 -0.00002817 0.00001282 -0.00002266 0.00000056 -0.00000869 0.00002274 0.00000805 -0.00001035 -0.00000793 0.00000828 -0.00001388 0.00000428 0.00001165 0.00002562 -0.00000118 -0.00001825 0.00001511 -0.00002266 0.00001091 -0.00000283 -0.00000537 0.00000169 0.00001417 -0.00000791 0.00004379 0.00003867 -0.00006417 0.00000411 0.00000516 0.00001102 -0.00000788 -0.00000814 0.00001713 0.00002584 -0.00000069 -0.00000636 0.00001256 -0.00000638 0.00001543 0.00000264 0.00001151 0.00000527 0.00001919 0.00002061 -0.00000605 0.00000530 0.00000018 0.00001904 -0.00000266 0.00001135 0.00002472 0.00002019 0.00003022 0.00000224 0.00002236 0.00001103 0.00005052 0.00001442 0.00004228 0.00003773 0.00004571 0.00004429 0.00004114 0.00024658 0.00011573 0.00012916 0.00032570 0.00047694 0.00097043 -0.00000035 0.00000000 0.01367188 2.50414085 -0.40037202 -0.42657840 -0.85699742 -0.99090933 -0.81832866 -0.16333312 0.11950797 0.02837372 0.09114914 0.40248423 0.34300181 -0.18264995 0.88781284 0.53341085 0.56282911 0.60743946 0.40532166 0.86727762 0.96055638 0.73938128 0.50888173 0.46150334 0.62073746 0.93558464 0.95197803 0.98783883 0.97228053 0.97003745 0.98910967 0.98853789 0.99030260 0.97623347 0.99112190 0.98526334 0.99860155 0.03837312 3
