% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=TemporalShapeStatistics
7.54094607e+02,1.38965767e+02,1.87332049e-02,-5.37322345e+03
5.01867393e+02,3.01828942e+02,5.42044996e-02,-6.36024442e+01
5.29308901e+02,2.89099270e+02,-3.30722444e-02,-8.85202479e+01
5.04707096e+02,2.98763359e+02,1.80417525e-02,-6.70482804e+01
5.27840574e+02,3.04454084e+02,-8.68548849e-02,-7.33388362e+01
5.26638444e+02,2.95092249e+02,9.98807108e-03,-8.10149786e+01
5.47158141e+02,2.87723738e+02,-1.75361640e-01,-1.01097773e+02
5.54993184e+02,2.94927068e+02,-2.26137156e-01,-9.74699796e+01
5.43083572e+02,2.98291808e+02,-8.30299820e-02,-8.69386847e+01
5.51617151e+02,2.90601598e+02,-5.51027511e-02,-1.00415738e+02
6.10713646e+02,3.06838295e+02,-5.08695165e-01,-1.18765102e+02
6.49979836e+02,2.86930975e+02,-4.96577973e-01,-1.89461171e+02
6.12747904e+02,2.62743290e+02,-6.08312800e-01,-2.10355842e+02
5.42434871e+02,2.75369826e+02,-1.55201968e-01,-1.14834138e+02
7.12963220e+02,2.98222389e+02,-8.40441942e-01,-2.30833584e+02
6.73309587e+02,2.16345686e+02,-4.50105194e-01,-6.20440395e+02
4.79105869e+02,3.07125507e+02,2.44338516e-01,-5.12393654e+01
7.97767650e+02,1.68197886e+02,-1.65151185e+00,-3.16320312e+03
5.08867068e+02,2.49763747e+02,2.98629701e-01,-1.28971644e+02
4.49767295e+02,3.19946628e+02,3.73111908e-01,-3.64508161e+01
5.77634974e+02,2.73078394e+02,-2.42554029e-01,-1.47612653e+02
5.18674734e+02,2.89737785e+02,-6.91330131e-02,-8.18336640e+01
5.54143123e+02,3.01353505e+02,-1.52484979e-01,-8.99876910e+01
4.85347702e+02,2.91535211e+02,1.14832550e-01,-6.38052477e+01
5.36719510e+02,2.81710648e+02,-1.14404166e-01,-1.01791736e+02
5.03979467e+02,2.95552285e+02,1.02366760e-01,-6.91561851e+01
4.87412541e+02,2.96758370e+02,3.06324858e-02,-6.09174667e+01
4.89717227e+02,3.03574567e+02,8.51905277e-02,-5.73656445e+01
5.34579906e+02,2.94394821e+02,-1.33516989e-01,-8.60416223e+01
4.90902037e+02,2.91166607e+02,1.08908359e-01,-6.66022217e+01
4.68833392e+02,2.92437701e+02,1.71135469e-01,-5.61562318e+01
5.11683939e+02,2.84187684e+02,1.07100213e-01,-8.34740845e+01
5.12176643e+02,3.02991234e+02,1.66944581e-03,-6.72620044e+01
4.95498489e+02,2.95536020e+02,1.66587758e-02,-6.53548112e+01
4.77443600e+02,2.77829377e+02,4.37849708e-02,-7.09442014e+01
4.98275423e+02,3.01293365e+02,1.25902813e-01,-6.23883986e+01
4.65917365e+02,3.13061663e+02,8.02915991e-02,-4.38966833e+01
5.33658473e+02,2.94136439e+02,-7.11614823e-02,-8.57706538e+01
5.09791482e+02,2.97759288e+02,7.22175346e-02,-7.01393816e+01
4.67875228e+02,2.93021206e+02,9.29888866e-02,-5.54675365e+01
5.53944401e+02,2.77483268e+02,-1.04204023e-01,-1.20200052e+02
4.87952926e+02,2.89317837e+02,1.54022368e-01,-6.66825844e+01
5.49808381e+02,2.99533237e+02,-2.69064503e-01,-8.92834635e+01
4.60999687e+02,2.86985775e+02,1.80882453e-01,-5.64911430e+01
6.65791651e+02,2.59127692e+02,-8.11209741e-01,-3.01076987e+02
4.80314393e+02,2.75288392e+02,3.65777143e-01,-7.47154606e+01
4.92099309e+02,3.12043800e+02,1.58719303e-01,-5.31851959e+01
5.45712364e+02,2.72731185e+02,-1.80532435e-01,-1.20863014e+02
5.08660660e+02,3.09069391e+02,-1.34512523e-02,-6.13594835e+01
5.49270614e+02,3.06578581e+02,-1.20800681e-01,-8.22203461e+01
5.00168616e+02,2.82734847e+02,-8.66975386e-02,-7.85471992e+01
5.09745562e+02,2.68874900e+02,1.38507558e-01,-9.99151488e+01
5.00909931e+02,3.20708584e+02,5.65002202e-02,-5.15659856e+01
5.45811017e+02,3.15307473e+02,-1.41906362e-01,-7.30326112e+01
5.17355185e+02,2.67664515e+02,-1.41478760e-01,-1.06923231e+02
5.42928462e+02,2.76461513e+02,-6.06022890e-02,-1.13349743e+02
5.11032020e+02,2.86340098e+02,-1.23051134e-01,-8.10288808e+01
4.65113865e+02,3.16262337e+02,2.29886300e-01,-4.23014244e+01
4.98031550e+02,2.67131553e+02,8.16635674e-02,-9.40802607e+01
5.33770248e+02,3.18592833e+02,-1.30853976e-01,-6.53736959e+01
4.72932177e+02,2.80578473e+02,3.18919426e-01,-6.62894384e+01
5.45350567e+02,2.97672336e+02,-1.66489527e-01,-8.87978178e+01
5.25693630e+02,3.00604485e+02,6.24999370e-02,-7.56198323e+01
5.02142054e+02,2.64279127e+02,-3.44698624e-02,-1.00505350e+02
4.80800385e+02,3.15569186e+02,5.29507579e-02,-4.75672820e+01
4.57309097e+02,2.84239348e+02,4.92677917e-01,-5.65191087e+01
5.43784447e+02,2.78002582e+02,-4.09770050e-01,-1.11541240e+02
4.43460016e+02,3.09368023e+02,4.46846605e-01,-3.86914373e+01
5.17006053e+02,2.82264598e+02,4.47525768e-02,-8.85334256e+01
6.51266706e+02,2.76474767e+02,-8.41551523e-01,-2.18088071e+02
5.15648562e+02,2.76469285e+02,1.54741378e-01,-9.43759138e+01
5.48257370e+02,3.01796462e+02,-1.43389329e-01,-8.62530006e+01
5.12315837e+02,2.95731534e+02,1.10810817e-01,-7.30888830e+01
5.13922553e+02,2.87489707e+02,-5.59614135e-02,-8.13945967e+01
5.37871961e+02,2.93888496e+02,-9.95892387e-02,-8.83883566e+01
4.56995809e+02,3.09430837e+02,2.91266498e-01,-4.27580791e+01
5.48259788e+02,2.66577373e+02,-1.36234448e-01,-1.33350007e+02
4.82668273e+02,3.01861760e+02,-1.46812743e-02,-5.57841614e+01
5.05815157e+02,3.06810733e+02,1.53336494e-01,-6.18375866e+01
5.39810502e+02,2.90625059e+02,-4.68237838e-02,-9.31097800e+01
5.15437978e+02,2.74687458e+02,-1.12258036e-01,-9.62902758e+01
5.29392394e+02,3.09838954e+02,-5.47419844e-02,-6.98766315e+01
5.35470203e+02,2.97387046e+02,-6.05582762e-02,-8.36117590e+01
4.88033422e+02,2.82227190e+02,1.71028216e-01,-7.25970871e+01
5.27751940e+02,2.89999208e+02,1.76578726e-02,-8.66294945e+01
5.34443951e+02,3.26088238e+02,-1.06437912e-01,-6.07290412e+01
5.35207264e+02,2.75475849e+02,1.54557012e-01,-1.09009762e+02
5.44376907e+02,2.64534497e+02,-1.56763564e-01,-1.33616256e+02
5.13381131e+02,3.16229107e+02,-4.65274922e-02,-5.88449335e+01
4.87608997e+02,2.81340227e+02,2.55510536e-01,-7.30903956e+01
4.78697980e+02,2.71206240e+02,9.04671055e-02,-7.76407242e+01
5.02039373e+02,3.08053805e+02,-1.82821415e-02,-5.94424086e+01
4.87019002e+02,3.14430088e+02,3.76914009e-02,-5.02320167e+01
4.77160391e+02,2.63182633e+02,4.37740913e-01,-8.52068941e+01
5.04932161e+02,2.81964062e+02,-1.01304852e-01,-8.17087454e+01
4.68740295e+02,3.24413386e+02,7.12184683e-02,-4.00964357e+01
6.01057085e+02,3.01601251e+02,-2.15934746e-01,-1.19662809e+02
6.44212031e+02,2.58519065e+02,-4.39528678e-01,-2.68965218e+02
5.58344926e+02,2.86361557e+02,-2.02142861e-01,-1.10400568e+02
5.23218699e+02,2.97010023e+02,2.74170799e-02,-7.74625586e+01
5.26730550e+02,2.95009644e+02,-1.46691398e-01,-8.10752780e+01
4.97692799e+02,2.92785468e+02,2.59022042e-02,-6.84870553e+01
5.09386712e+02,2.98892840e+02,2.42952958e-02,-6.91293297e+01
4.88199030e+02,2.95235944e+02,1.45362865e-01,-6.23156039e+01
4.88770317e+02,2.85770251e+02,7.34642997e-02,-6.98853165e+01
4.45526657e+02,2.95703819e+02,2.85233002e-01,-4.55922598e+01
4.88964199e+02,2.99790017e+02,1.60156730e-01,-5.94804283e+01
5.37421709e+02,2.94774655e+02,-1.85332286e-01,-8.71936401e+01
4.99026286e+02,2.83266440e+02,3.68310245e-02,-7.73604827e+01
4.95179873e+02,3.03944625e+02,6.83169985e-02,-5.92690155e+01
4.74690579e+02,3.05058800e+02,1.11364640e-01,-5.08254964e+01
4.77639209e+02,2.75875635e+02,4.76070636e-02,-7.28593310e+01
4.80280018e+02,3.12607495e+02,1.90027130e-01,-4.88257504e+01
4.64739023e+02,2.72412195e+02,3.21157398e-01,-6.89378996e+01
5.05399682e+02,3.11101379e+02,-1.17442414e-01,-5.87257720e+01
5.42224604e+02,3.04797030e+02,-7.69825542e-02,-8.02700911e+01
5.43943085e+02,3.02146998e+02,-9.69510778e-02,-8.35131384e+01
5.20226229e+02,2.83148138e+02,-5.04388798e-02,-8.95844850e+01
5.20082156e+02,2.94072478e+02,1.14599326e-01,-7.85484668e+01
5.17569678e+02,2.86643727e+02,-4.38642551e-02,-8.43826488e+01
4.87870220e+02,2.98676203e+02,1.43382544e-01,-5.98522161e+01
4.81877603e+02,2.74414994e+02,2.86145859e-02,-7.63953333e+01
6.25252102e+02,3.29872969e+02,-4.40931385e-01,-1.00098142e+02
6.68050858e+02,2.42008863e+02,-6.42194384e-01,-3.93668331e+02
4.19181540e+02,2.73607229e+02,4.12480337e-01,-4.78547952e+01
5.26344451e+02,3.01995084e+02,-5.93653720e-02,-7.47579672e+01
5.23701708e+02,2.86781420e+02,-2.70648149e-02,-8.78190231e+01
5.08493127e+02,2.83481174e+02,2.65002823e-02,-8.23838680e+01
5.02469273e+02,3.09183734e+02,4.46335003e-02,-5.88472443e+01
5.47753297e+02,2.91181311e+02,-2.32277751e-01,-9.74147992e+01
5.03707393e+02,2.87881139e+02,7.65528764e-02,-7.56377105e+01
4.93007703e+02,2.97828220e+02,1.62038917e-01,-6.25648386e+01
5.34913883e+02,3.01165208e+02,-9.25741711e-02,-7.97634843e+01
5.37499259e+02,2.89724119e+02,4.03980972e-02,-9.27560005e+01
5.35212022e+02,2.84225736e+02,-1.09195922e-01,-9.76593947e+01
4.84462928e+02,2.93255395e+02,7.70346309e-02,-6.20412462e+01
4.70926008e+02,3.04196879e+02,1.78062546e-01,-4.99530643e+01
5.20638108e+02,2.91392402e+02,-4.78627014e-02,-8.12942405e+01
5.01711144e+02,3.07880092e+02,6.53887275e-02,-5.93889692e+01
4.73003273e+02,2.70436428e+02,1.84572478e-01,-7.53341292e+01
