% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=OBSI
-1.16539014e+01,-1.11790056e+01,-1.20104642e+01,-1.24316123e+01,-1.24548301e+01,-1.19959355e+01,-1.15759294e+01,-1.10784310e+01,-1.05699548e+01,-8.88722691e+00
-1.08565361e+01,-1.05725570e+01,-1.16790207e+01,-1.12903473e+01,-1.16790207e+01,-1.16790207e+01,-1.14407804e+01,-1.04444319e+01,-9.83065732e+00,-8.41466053e+00
-1.13708148e+01,-1.09919758e+01,-1.00868449e+01,-1.02026774e+01,-1.15085868e+01,-1.16914070e+01,-1.11521256e+01,-1.03918485e+01,-9.48491030e+00,-7.98888228e+00
-1.01808524e+01,-9.66543052e+00,-7.57630704e+00,-7.21425497e+00,-1.03434218e+01,-1.09198500e+01,-1.07759704e+01,-9.78196221e+00,-9.11899218e+00,-7.48487583e+00
-9.64182293e+00,-9.00305863e+00,-7.98853417e+00,-7.84355237e+00,-9.39343803e+00,-1.06233282e+01,-1.02058527e+01,-9.66550079e+00,-8.75388854e+00,-6.89135509e+00
-8.79820603e+00,-7.91446756e+00,-6.45075726e+00,-7.33071873e+00,-9.99178249e+00,-1.03515607e+01,-9.76019720e+00,-9.03678195e+00,-8.67669790e+00,-7.08653699e+00
-6.57012823e+00,-6.17454569e+00,-5.48362398e+00,-6.09937596e+00,-8.13467653e+00,-8.84622688e+00,-8.41207829e+00,-7.60288178e+00,-7.35110684e+00,-6.41549170e+00
-5.39553822e+00,-4.96797887e+00,-4.08849644e+00,-4.61530732e+00,-5.18241204e+00,-7.24128634e+00,-7.69068251e+00,-6.99590741e+00,-6.66589923e+00,-6.27045677e+00
-3.60194910e+00,-2.79071032e+00,-2.75098632e+00,-3.01601613e+00,-3.84961516e+00,-5.92749249e+00,-7.25202788e+00,-6.44695305e+00,-6.23146407e+00,-6.06490367e+00
-2.97340723e+00,-2.18237092e+00,-2.22287369e+00,-3.54656940e+00,-4.54198624e+00,-6.11687157e+00,-6.82503170e+00,-6.45139877e+00,-6.40164413e+00,-5.99600895e+00
-2.62400130e+00,-1.80166357e+00,-3.10164790e-01,-2.70770828e-02,-2.16624248e+00,-3.70922321e+00,-5.50978821e+00,-6.13904876e+00,-6.03855293e+00,-5.70332610e+00
-2.31761254e+00,-1.08396713e+00,2.20982183e+00,2.25438423e+00,-1.15679743e+00,-2.08757833e+00,-4.76166863e+00,-5.62136695e+00,-5.83572338e+00,-5.68007297e+00
-1.15919835e+00,5.69546900e-01,1.14947691e+00,1.31174580e+00,3.82632488e-01,-1.45434049e+00,-2.50948061e+00,-3.57437633e+00,-5.32836964e+00,-5.72467480e+00
-3.66211591e+00,8.17500517e-01,2.89430378e+00,5.65963000e+00,7.93602599e+00,4.91234762e+00,4.41591218e+00,2.44767714e+00,-2.01781518e+00,-3.66211591e+00
6.24171294e-01,2.11101357e+00,2.94075708e+00,4.92340696e+00,7.57064910e+00,4.78467484e+00,5.45241880e+00,3.09230330e+00,-1.29384601e+00,-3.69639433e+00
-9.70001020e-01,7.66576161e-01,4.62653076e+00,5.09632341e+00,5.26015221e+00,4.02381902e+00,5.50151984e+00,3.09578026e+00,-1.56890181e+00,-4.80383341e+00
-1.16630681e+00,3.12559372e+00,5.06424911e+00,6.60218918e+00,6.40402178e+00,4.67290227e+00,5.05659552e+00,2.96544898e+00,-1.47300629e+00,-4.18554499e+00
-2.37890199e+00,3.11290008e+00,4.94942497e+00,6.93236619e+00,6.43211167e+00,4.63055691e+00,4.85544873e+00,2.97368439e+00,-1.67589046e+00,-4.16704595e+00
1.64540529e+00,4.40211609e+00,6.21306987e+00,7.19450566e+00,6.49950519e+00,4.48594213e+00,4.81574691e+00,3.05981380e+00,-2.19822286e+00,-3.95642662e+00
-1.52103741e-01,4.12605328e+00,5.51051647e+00,6.69727687e+00,6.64140783e+00,4.91920441e+00,4.73663887e+00,2.97063179e+00,-2.62560038e+00,-4.30220683e+00
1.82592761e+00,4.60548348e+00,5.78521618e+00,6.89467321e+00,6.95886463e+00,4.93314635e+00,4.70868889e+00,2.92895283e+00,-2.69270910e+00,-4.22888669e+00
8.17181873e-01,4.18259143e+00,5.40076606e+00,6.62666029e+00,7.04473483e+00,5.05120483e+00,4.84060491e+00,2.92460480e+00,-2.92913639e+00,-4.16260792e+00
1.27396231e+00,4.38029513e+00,5.86389335e+00,6.70356386e+00,6.73207416e+00,4.64322905e+00,4.66917300e+00,2.76705342e+00,-3.34852765e+00,-4.20648952e+00
1.60402258e+00,3.92284061e+00,5.11737771e+00,6.60854781e+00,6.43132982e+00,4.64861516e+00,4.09383071e+00,2.60274900e+00,-3.48902187e+00,-4.22545529e+00
