% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=OBSI
-1.29495965e+01,-1.29495965e+01,-1.29495965e+01,-1.29495965e+01,-1.29495965e+01,-1.29495965e+01,-1.29495965e+01,-1.29495965e+01,-1.23928873e+01,-9.00394323e+00
-1.24806269e+01,-1.24806269e+01,-1.24806269e+01,-1.24806269e+01,-1.24806269e+01,-1.24806269e+01,-1.24806269e+01,-1.24806269e+01,-1.17278127e+01,-8.52456386e+00
-1.23387630e+01,-1.23387630e+01,-1.23387630e+01,-1.23387630e+01,-1.23387630e+01,-1.23387630e+01,-1.23387630e+01,-1.23387630e+01,-1.18747231e+01,-8.39747660e+00
-1.23236224e+01,-1.23236224e+01,-1.23236224e+01,-1.23236224e+01,-1.23236224e+01,-1.23236224e+01,-1.23236224e+01,-1.23236224e+01,-1.17844668e+01,-8.37135089e+00
-1.23714466e+01,-1.23714466e+01,-1.23714466e+01,-1.23714466e+01,-1.23714466e+01,-1.23714466e+01,-1.23714466e+01,-1.23714466e+01,-1.15564850e+01,-8.24650665e+00
-1.24382626e+01,-1.24382626e+01,-1.24382626e+01,-1.21826532e+01,-1.24382626e+01,-1.24382626e+01,-1.23671685e+01,-1.13859523e+01,-1.03204385e+01,-7.73415773e+00
-1.22560346e+01,-1.22560346e+01,-1.12456921e+01,-1.04451275e+01,-1.22560346e+01,-1.22560346e+01,-1.18359039e+01,-1.11265858e+01,-1.01625499e+01,-7.57866120e+00
-1.14676657e+01,-1.08228458e+01,-8.12521109e+00,-8.22110023e+00,-1.09635676e+01,-1.14676657e+01,-1.13682479e+01,-1.04584376e+01,-9.50786236e+00,-7.28944172e+00
-1.01276304e+01,-9.54127873e+00,-7.75407718e+00,-7.68977443e+00,-1.00114058e+01,-1.08447953e+01,-1.04701320e+01,-9.92115630e+00,-9.22954184e+00,-7.06779074e+00
-8.93599484e+00,-7.60249708e+00,-6.41065107e+00,-7.02383325e+00,-9.60972313e+00,-1.02747657e+01,-1.00701367e+01,-9.38686635e+00,-8.90572821e+00,-6.64538447e+00
-7.66016252e+00,-6.83611911e+00,-5.98139458e+00,-6.64545043e+00,-9.42711231e+00,-9.90929404e+00,-9.22843635e+00,-8.38003547e+00,-8.28869235e+00,-6.75025879e+00
-5.93582683e+00,-5.01057657e+00,-4.35164149e+00,-5.50978009e+00,-6.36207375e+00,-7.92088687e+00,-8.08434309e+00,-7.13767020e+00,-6.87603055e+00,-6.16492108e+00
-3.85109730e+00,-2.98505906e+00,-3.24273914e+00,-3.90906061e+00,-4.08915716e+00,-6.06815975e+00,-7.34641198e+00,-6.68159340e+00,-6.35096408e+00,-6.11826891e+00
-3.71303165e+00,-3.26739743e+00,-2.84917702e+00,-2.82683579e+00,-4.05445011e+00,-5.98306205e+00,-6.85949460e+00,-6.47332161e+00,-6.38077797e+00,-5.82550180e+00
