% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=MFCC blockSize=512 stepSize=256
2.72586917e-01,7.21128570e-01,1.02422608e-01,8.54752599e-01,-6.83168032e-01,4.57486665e-02,2.36839961e-01,-2.30521980e-01,-2.50857000e-01,-2.71617426e-01,2.52324711e-01,2.31441612e-01,-1.50716754e-01
-2.33483304e-01,3.51855247e-03,-6.56207366e-01,5.90168151e-01,-8.40522583e-01,7.10663283e-01,-1.28501686e-01,-2.30218307e-01,2.50145277e-01,-4.46311109e-01,-1.55369875e-01,-1.40762384e-01,5.88436357e-02
-2.36565866e-01,7.71486907e-02,-1.07847151e+00,7.90767273e-01,-7.58577999e-01,-2.36066227e-01,-6.56157248e-01,-4.15583215e-01,2.60648398e-01,2.20961889e-02,1.80405719e-01,-8.97608464e-02,2.16237891e-02
-2.89667211e-01,-2.17638741e-01,-1.30768936e+00,3.59924207e-01,-7.12950785e-01,7.88407450e-02,2.94384672e-02,-1.74993481e-01,-4.56918713e-02,7.35703932e-02,-1.50440224e-02,-1.00681069e-01,9.99571427e-02
-4.37475209e-03,5.07264054e-01,-3.10496820e-01,6.68740154e-01,-7.94952736e-01,-1.88002585e-01,1.40680072e-01,9.16185613e-02,-1.71094479e-02,-4.55267911e-01,-1.96672627e-01,-9.90955516e-02,3.78029003e-01
-2.35333870e-01,5.71235014e-01,-7.79146820e-01,5.07231414e-01,-5.61829693e-01,6.39716274e-01,-1.49358399e-02,-2.62253061e-01,2.88630268e-01,-1.81422154e-01,-1.71536631e-01,3.02934253e-01,-3.01315583e-02
3.77242880e-01,4.76487101e-01,-7.57311426e-01,4.92656736e-01,-1.31471838e-02,4.47578883e-01,-1.71930858e-01,2.27555103e-01,5.79970248e-01,2.35366501e-01,1.87513341e-01,1.13952729e-01,-1.79387828e-02
3.97484293e-01,1.17650035e+00,7.24894467e-02,9.52476302e-01,1.78272593e-01,4.07536791e-01,-2.43987894e-01,-3.61866621e-02,1.03667299e-01,7.08795206e-01,1.41728958e-02,-3.60297554e-01,-1.44488267e-01
1.07401070e-01,1.82169559e-01,-9.58595907e-01,1.91338378e-01,-2.47294022e-02,-9.75295726e-02,2.57126672e-01,5.61225622e-01,4.99246361e-01,2.94295586e-01,-1.70247957e-01,-2.19464269e-01,-3.60229851e-02
4.11747653e-01,-1.22808254e-02,-2.77753096e-01,1.08408384e-02,1.85694574e-01,1.81699636e-02,6.74498204e-02,3.36954140e-01,1.93897523e-01,3.30338917e-01,2.92809073e-01,-2.97293453e-02,1.64711952e-01
