% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=OBSI
-1.24989810e+01,-1.24989810e+01,-1.24989810e+01,-1.24989810e+01,-1.24989810e+01,-1.24989810e+01,-1.24989810e+01,-1.24989810e+01,-1.18019594e+01,-8.32443418e+00
-1.20942513e+01,-1.20942513e+01,-1.20942513e+01,-1.20942513e+01,-1.20942513e+01,-1.20942513e+01,-1.20942513e+01,-1.20942513e+01,-1.12031760e+01,-7.77561174e+00
-1.19553786e+01,-1.19553786e+01,-1.19553786e+01,-1.19553786e+01,-1.19553786e+01,-1.19553786e+01,-1.19553786e+01,-1.19553786e+01,-1.12488748e+01,-7.74536227e+00
-1.22209940e+01,-1.22209940e+01,-1.22209940e+01,-1.22209940e+01,-1.22209940e+01,-1.22209940e+01,-1.22209940e+01,-1.22209940e+01,-1.12225158e+01,-7.57445827e+00
-1.21815832e+01,-1.21815832e+01,-1.21815832e+01,-1.21815832e+01,-1.21815832e+01,-1.21815832e+01,-1.21815832e+01,-1.21815832e+01,-1.10751762e+01,-7.52674696e+00
-1.22149691e+01,-1.22149691e+01,-1.22149691e+01,-1.20781641e+01,-1.22149691e+01,-1.22149691e+01,-1.22149691e+01,-1.14031821e+01,-1.01281254e+01,-7.29819047e+00
-1.19706361e+01,-1.19706361e+01,-1.12228304e+01,-1.04255269e+01,-1.19706361e+01,-1.19706361e+01,-1.18001370e+01,-1.11206215e+01,-1.00105169e+01,-7.17036328e+00
-1.14688188e+01,-1.08398711e+01,-8.12753830e+00,-8.22356677e+00,-1.09591265e+01,-1.14688188e+01,-1.13484877e+01,-1.04457139e+01,-9.37769749e+00,-7.02399284e+00
-1.01375336e+01,-9.54825223e+00,-7.74890444e+00,-7.68540031e+00,-1.00089449e+01,-1.08406160e+01,-1.04736776e+01,-9.92018856e+00,-9.21031053e+00,-6.83008581e+00
-8.93963162e+00,-7.60479952e+00,-6.41131950e+00,-7.02367657e+00,-9.60530635e+00,-1.02416086e+01,-1.00515873e+01,-9.38149612e+00,-8.86657974e+00,-6.33512704e+00
