% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=TemporalShapeStatistics
7.63058762e+02,1.51793457e+02,2.88119606e-02,-3.97918815e+03
5.14781508e+02,2.99421166e+02,-4.34138806e-02,-7.12376648e+01
5.66733641e+02,2.99017311e+02,-2.06962174e-01,-9.99582900e+01
5.60898102e+02,2.79106186e+02,-2.48459641e-01,-1.22815577e+02
5.48180325e+02,3.08846924e+02,-2.81491400e-01,-7.95667271e+01
5.59978081e+02,2.93324232e+02,-1.85761711e-01,-1.02641082e+02
6.37459987e+02,2.66281971e+02,-5.89263603e-01,-2.31862849e+02
6.30150255e+02,2.84988203e+02,-4.11094157e-01,-1.73494974e+02
5.49879139e+02,2.60649816e+02,2.36950147e-03,-1.46124278e+02
4.78287424e+02,2.88362465e+02,-1.66021761e-02,-6.27628779e+01
7.40736179e+02,2.64379617e+02,-1.41379899e+00,-4.15093437e+02
5.38511850e+02,2.40771461e+02,6.94441043e-03,-1.80621442e+02
7.81107148e+02,3.08847870e+02,-1.28974255e+00,-2.83349711e+02
6.93037707e+02,1.93187957e+02,-4.08246456e-01,-1.06916866e+03
3.95140872e+02,2.69216834e+02,4.80038278e-01,-4.14556895e+01
5.13582305e+02,3.12011684e+02,-1.06174451e-01,-6.16214267e+01
5.51171344e+02,2.87550496e+02,-4.34342816e-02,-1.04044779e+02
5.23584628e+02,2.99165836e+02,-5.93390429e-02,-7.57480738e+01
5.13060561e+02,2.80290345e+02,-1.38158171e-01,-8.83026553e+01
4.91801770e+02,3.05228698e+02,9.71126237e-02,-5.71656039e+01
5.25645388e+02,2.96875253e+02,-7.25605634e-02,-7.88631880e+01
4.95096361e+02,2.99899490e+02,3.19069704e-02,-6.20409949e+01
5.07383312e+02,2.85999297e+02,1.03655605e-01,-7.92630875e+01
5.15022768e+02,3.09218700e+02,-1.94250366e-02,-6.39444635e+01
5.23247834e+02,2.84390433e+02,-3.85927657e-02,-8.99944322e+01
4.55827320e+02,2.87522487e+02,2.13276326e-01,-5.38975559e+01
4.92833619e+02,3.04833257e+02,1.00584324e-01,-5.78442374e+01
4.86164354e+02,2.99599037e+02,3.56538199e-02,-5.85664966e+01
5.11392825e+02,2.80962561e+02,-3.56135123e-02,-8.66888697e+01
5.09332600e+02,3.04434024e+02,8.31719171e-02,-6.49248630e+01
4.89202821e+02,2.97335324e+02,7.71095691e-02,-6.13442501e+01
4.89281742e+02,2.83024147e+02,1.87119517e-02,-7.25141774e+01
